"Name","dummy","transformer_model","test_score"
"golden-field-533","","bert-base-uncased",""
"balmy-pine-532","","bert-base-uncased",""
"lemon-silence-531","","bert-base-uncased",""
"distinctive-energy-530","","bert-base-uncased",""
"olive-sweep-2","","bert-base-uncased",""
"still-sweep-1","","bert-base-uncased",""
"comic-sweep-11","","xlm-roberta-base",""
"dutiful-tree-524","","bert-base-uncased","0.027551509343555346"
"peachy-sweep-10","","xlm-roberta-base","0.3273880980963814"
"blooming-sweep-9","","bert-base-uncased","0.6128450297672741"
"peach-sweep-8","","bert-base-uncased","0.6202962369895917"
"stellar-sweep-7","","bert-base-cased","0.5648825192551429"
"scarlet-sweep-6","","xlm-roberta-base","0.47353998972426786"
"polar-sweep-5","","bert-base-uncased","0.4098897312198484"
"charmed-sweep-4","","bert-base-uncased","0.4937898623699228"
"polished-sweep-3","","bert-base-uncased","0.4295456286874569"
"stilted-sweep-2","","xlm-roberta-base","0.3978225179296639"
"divine-sweep-1","","bert-base-uncased","0.6255354050852091"
"winter-sweep-30","","bert-base-uncased","0.4100761570005858"
"dulcet-sweep-29","","bert-base-uncased","0.6058486349946566"
"scarlet-sweep-28","","bert-base-uncased","0.42442155041378143"
"worldly-sweep-27","","bert-base-uncased","0.3810763082070824"
"misunderstood-sweep-26","","bert-base-uncased","0.5802070955695128"
"trim-sweep-25","","bert-base-uncased","0.5152036718301779"
"sleek-sweep-24","","bert-base-uncased","0.5394560107454668"
"giddy-sweep-23","","bert-base-uncased","0.5771186440677966"
"mild-sweep-22","","bert-base-uncased","0.4892960270835407"
"bumbling-sweep-21","","bert-base-uncased","0.4556043956043956"
"swept-sweep-20","","bert-base-uncased","0.4194518988371147"
"peach-sweep-19","","bert-base-uncased","0.3857994041708044"
"expert-sweep-17","","bert-base-uncased","0.5988690259029551"
"major-sweep-16","","bert-base-uncased","0.5663002924271453"
"vital-sweep-15","","bert-base-uncased","0.5855652899457655"
"rosy-sweep-14","","bert-base-uncased","0.3339795070617557"
"sweepy-sweep-13","","bert-base-uncased","0.4852770244091437"
"peach-sweep-12","","bert-base-uncased","0.6043706293706294"
"proud-sweep-11","","bert-base-uncased","0.4838431297343945"
"prime-sweep-10","","bert-base-uncased","0.4651332603139832"
"driven-sweep-9","","bert-base-uncased","0.5811789038262668"
"deft-sweep-8","","bert-base-uncased",""
"fanciful-sweep-7","","bert-base-uncased","0.5817096717570651"
"scarlet-sweep-6","","bert-base-uncased",""
"worldly-sweep-5","","bert-base-uncased","0.3917270929466051"
"lucky-sweep-4","","bert-base-uncased",""
